Query_2263028,WP_171868618.1,76.404,89,21,0,71,337,24,112,1.11e-45,154,92.13,2,0
Query_2263028,WP_171868618.1,95.652,23,1,0,1,69,1,23,0.001,47.0,100.00,1,0
Query_2263028,WP_329809364.1,76.667,90,21,0,113,382,1,90,2.02e-45,152,91.11,2,0
Query_2263028,STW60505.1,67.961,103,33,0,71,379,182,284,2.72e-45,159,84.47,2,0
Query_2263028,ECB8751950.1,82.500,80,14,0,71,310,24,103,1.42e-44,151,96.25,2,0
Query_2263028,ECB8751950.1,91.304,23,2,0,1,69,1,23,0.005,45.4,95.65,1,0
Query_2263028,WP_277154789.1,67.347,98,32,0,86,379,1,98,4.21e-43,147,84.69,2,0
Query_2263028,WP_016591305.1,100.000,70,0,0,173,382,1,70,6.29e-42,143,100.00,2,0
Query_2263028,WP_117261555.1,68.539,89,28,0,71,337,24,112,5.92e-40,139,85.39,2,0
Query_2263028,WP_016606832.1,100.000,64,0,0,71,262,24,87,3.46e-38,134,100.00,2,0
Query_2263028,WP_016606832.1,95.652,23,1,0,1,69,1,23,8.16e-04,47.0,100.00,1,0
Query_2263028,WP_016595720.1,100.000,64,0,0,71,262,11,74,6.50e-38,133,100.00,2,0
Query_2263028,WP_200853030.1,68.605,86,27,0,122,379,1,86,4.12e-37,131,84.88,2,0
Query_2263028,WP_272449339.1,57.426,101,43,0,71,373,24,124,8.64e-37,132,76.24,2,0
Query_2263028,WP_411512150.1,71.910,89,25,0,107,373,8,96,3.72e-35,131,80.90,2,0
Query_2263028,MEI4927446.1,69.136,81,25,0,74,316,1,81,5.09e-35,126,85.19,2,0
Query_2263028,ECV2402436.1,80.882,68,13,0,71,274,24,91,1.07e-34,125,97.06,2,0
Query_2263028,ECV2402436.1,65.625,32,11,0,1,96,1,32,0.030,42.7,75.00,1,0
Query_2263028,WP_337453937.1,77.465,71,16,0,71,283,13,83,1.58e-34,125,91.55,2,0
Query_2263028,MCZ5371450.1,77.778,72,16,0,167,382,4,75,4.46e-33,121,91.67,2,0
Query_2263028,WP_228940817.1,76.812,69,16,0,71,277,24,92,1.01e-32,120,91.30,2,0
Query_2263028,WP_228940817.1,95.652,23,1,0,1,69,1,23,0.001,47.0,100.00,1,0
Query_2263028,WP_047719659.1,46.000,100,54,0,80,379,27,126,1.53e-32,121,76.00,2,0
Query_2263028,EHT6055109.1,98.246,57,1,0,71,241,24,80,3.45e-32,119,98.25,2,0
Query_2263028,EHT6055109.1,95.652,23,1,0,1,69,1,23,6.49e-04,47.0,100.00,1,0
Query_2263028,WP_077266431.1,45.283,106,58,0,62,379,22,127,1.65e-31,119,69.81,2,0
Query_2263028,WP_256682402.1,42.453,106,61,0,62,379,21,126,6.76e-31,117,69.81,2,0
Query_2263028,EPJ5021548.1,47.000,100,53,0,80,379,27,126,1.55e-30,116,71.00,2,0
Query_2263028,SAW28104.1,46.000,100,54,0,80,379,20,119,3.45e-30,115,72.00,2,0
Query_2263028,WP_228259226.1,46.000,100,54,0,80,379,36,135,4.51e-30,115,72.00,2,0
Query_2263028,HFS6850573.1,68.493,73,23,0,161,379,1,73,8.69e-30,112,84.93,2,0
Query_2263028,WP_228710079.1,46.000,100,54,0,80,379,27,126,1.02e-29,114,71.00,2,0
Query_2263028,WP_219845653.1,66.234,77,26,0,71,301,24,100,6.02e-28,106,76.62,2,0
Query_2263028,WP_219845653.1,73.333,30,8,0,1,90,1,30,6.02e-28,47.0,80.00,1,0
Query_2263028,WP_319852973.1,41.509,106,62,0,62,379,22,127,6.87e-28,109,66.98,2,0
Query_2263028,HGL3854464.1,43.000,100,57,0,80,379,27,126,1.04e-27,109,71.00,2,0
Query_2263028,HHT4259126.1,40.000,100,60,0,80,379,27,126,1.50e-27,108,74.00,2,0


